Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-25,180.123,181.734,179.36,180.766,1166500,0.0,0.0
2018-05-29,178.979,180.989,177.843,180.002,1048100,0.0,0.0
2018-05-30,180.617,182.711,180.123,182.125,1301800,0.0,0.0
2018-05-31,182.357,183.995,179.742,182.441,2240500,0.0,0.0
2018-06-01,179.639,180.645,174.446,179.174,3732500,0.0,0.0
2018-06-04,178.532,179.155,168.619,170.173,5783500,0.0,0.0
2018-06-05,169.857,171.663,162.82,164.635,7194500,0.0,0.0
2018-06-06,165.78,167.735,162.522,167.083,5006900,0.0,0.0
2018-06-07,166.804,167.307,163.574,164.049,2686100,0.0,0.0
2018-06-08,164.412,167.437,164.049,165.789,2434200,0.0,0.0
2018-06-11,167.018,170.676,166.664,168.303,3906600,0.0,0.0
2018-06-12,169.494,170.471,166.795,166.972,2898300,0.0,0.0
2018-06-13,167.241,167.428,163.863,164.207,3365500,0.0,0.0
2018-06-14,164.654,165.101,162.895,164.049,2440700,0.0,0.0
2018-06-15,162.141,162.718,160.344,161.312,3246000,0.0,0.0
2018-06-18,160.289,163.844,160.223,162.969,2412500,0.0,0.0
2018-06-19,160.838,163.23,159.926,160.484,2795600,0.0,0.0
2018-06-20,162.15,164.496,161.843,162.364,2128200,0.0,0.0
2018-06-21,161.778,162.42,159.423,160.093,1898800,0.0,0.0
2018-06-22,160.614,161.015,158.018,158.362,3024300,0.0,0.0
2018-06-25,156.835,158.902,154.062,155.011,2734100,0.0,0.0
2018-06-26,155.095,156.677,153.997,155.625,1884800,0.0,0.0
2018-06-27,155.16,157.571,152.47,152.563,2067900,0.0,0.0
2018-06-28,151.893,153.587,150.804,152.656,1401200,0.0,0.0
2018-06-29,153.28,156.705,152.861,155.756,3256400,0.0,0.0
2018-07-02,148.244,148.915,141.329,143.47,6755000,0.0,0.0
2018-07-03,143.907,144.689,141.487,141.636,2227700,0.0,0.0
2018-07-05,141.748,144.186,140.566,144.121,2626100,0.0,0.0
2018-07-06,144.354,146.206,143.516,146.001,2048800,0.0,0.0
2018-07-09,149.315,150.99,148.71,149.045,4568900,0.0,0.0
2018-07-10,150.972,154.723,150.441,153.931,4051000,0.0,0.0
2018-07-11,151.26,151.521,149.817,150.031,2950900,0.0,0.0
2018-07-12,151.335,153.382,150.599,153.14,1785200,0.0,0.0
2018-07-13,152.796,154.36,151.39,153.801,1452100,0.0,0.0
2018-07-16,154.043,155.225,153.094,154.536,1373900,0.0,0.0
2018-07-17,153.252,154.062,150.916,153.54,1607800,0.0,0.0
2018-07-18,153.615,153.848,151.604,153.531,1704600,0.0,0.0
2018-07-19,152.647,153.578,151.967,152.247,1258000,0.0,0.0
2018-07-20,152.237,153.298,151.819,152.572,1348400,0.0,0.0
2018-07-23,152.228,153.243,150.851,152.405,1657000,0.0,0.0
2018-07-24,153.578,155.635,151.791,152.237,2888200,0.0,0.0
2018-07-25,152.433,154.471,151.986,154.322,1731500,0.0,0.0
